UserID,Role,Round,Total,move,gameType,propose,accept
71322147-0b30-402e-9420-d2326d530dc9,player,1,100,"[35.0, 5.0]",ultimatum_strategy,35,5
ca82a528-5086-425a-8d5d-49b58ed61541,player,1,100,"[50.0, 30.0]",ultimatum_strategy,50,30
ca82a528-5086-425a-8d5d-49b58ed61541,player,1,100,"[30.0, 25.0]",ultimatum_strategy,30,25
b0b80967-c2e3-4c03-be95-f5155dd20e2d,player,1,100,"[30.0, 35.0]",ultimatum_strategy,30,35
b0b80967-c2e3-4c03-be95-f5155dd20e2d,player,1,100,"[30.0, 40.0]",ultimatum_strategy,30,40
c1879663-933e-47b7-b6c3-b85fb6746535,player,1,100,"[45.0, 30.0]",ultimatum_strategy,45,30
c1879663-933e-47b7-b6c3-b85fb6746535,player,1,100,"[40.0, 30.0]",ultimatum_strategy,40,30
a3ac7ef2-ce43-4569-8406-7d10d2a10e6a,player,1,100,"[30.0, 40.0]",ultimatum_strategy,30,40
a3ac7ef2-ce43-4569-8406-7d10d2a10e6a,player,1,100,"[40.0, 40.0]",ultimatum_strategy,40,40
629b6b53-24c7-4575-9865-56e692b548f2,player,1,100,"[40.0, 40.0]",ultimatum_strategy,40,40
629b6b53-24c7-4575-9865-56e692b548f2,player,1,100,"[30.0, 40.0]",ultimatum_strategy,30,40
1ddb29a4-7dc8-4fa4-82ff-cac12c1d534f,player,1,100,"[50.0, 25.0]",ultimatum_strategy,50,25
1ddb29a4-7dc8-4fa4-82ff-cac12c1d534f,player,1,100,"[54.0, 31.0]",ultimatum_strategy,54,31
86cf16e9-8af8-4e37-b90d-369c3e5e9b00,player,1,100,"[30.0, 30.0]",ultimatum_strategy,30,30
86cf16e9-8af8-4e37-b90d-369c3e5e9b00,player,1,100,"[40.0, 30.0]",ultimatum_strategy,40,30
bed20c73-6fec-447f-b591-a05cd902dccb,player,1,100,"[70.0, 30.0]",ultimatum_strategy,70,30
bed20c73-6fec-447f-b591-a05cd902dccb,player,1,100,"[75.0, 25.0]",ultimatum_strategy,75,25
bede2405-73a4-4d7d-98bf-3f2327e49ce2,player,1,100,"[50.0, 50.0]",ultimatum_strategy,50,50
bede2405-73a4-4d7d-98bf-3f2327e49ce2,player,1,100,"[50.0, 10.0]",ultimatum_strategy,50,10
1b701389-9ffa-45ec-9589-3cbd3bd5f062,player,1,100,"[30.0, 30.0]",ultimatum_strategy,30,30
1b701389-9ffa-45ec-9589-3cbd3bd5f062,player,1,100,"[50.0, 0.0]",ultimatum_strategy,50,0
737469bd-a9e0-4041-a6e7-8285d1f95e72,player,1,100,"[45.0, 38.0]",ultimatum_strategy,45,38
737469bd-a9e0-4041-a6e7-8285d1f95e72,player,1,100,"[42.0, 1.0]",ultimatum_strategy,42,1
1b375183-8c26-466c-b54b-45fcae17e957,player,1,100,"[100.0, 30.0]",ultimatum_strategy,100,30
1b375183-8c26-466c-b54b-45fcae17e957,player,1,100,"[0.0, 0.0]",ultimatum_strategy,0,0
6549c9a3-ef33-4b13-bd15-f7e2cc69cc7f,player,1,100,"[70.0, 29.0]",ultimatum_strategy,70,29
6549c9a3-ef33-4b13-bd15-f7e2cc69cc7f,player,1,100,"[40.0, 39.0]",ultimatum_strategy,40,39
524ad701-5c4e-45cd-a5de-a43bf0297736,player,1,100,"[60.0, 40.0]",ultimatum_strategy,60,40
524ad701-5c4e-45cd-a5de-a43bf0297736,player,1,100,"[40.0, 40.0]",ultimatum_strategy,40,40
ab1e0235-fe49-4a94-a4f4-851b4f30893e,player,1,100,"[50.0, 25.0]",ultimatum_strategy,50,25
ab1e0235-fe49-4a94-a4f4-851b4f30893e,player,1,100,"[50.0, 0.0]",ultimatum_strategy,50,0
88f30971-cf75-4602-b0d7-c34324911804,player,1,100,"[50.0, 21.0]",ultimatum_strategy,50,21
88f30971-cf75-4602-b0d7-c34324911804,player,1,100,"[50.0, 30.0]",ultimatum_strategy,50,30
60bc470b-6795-48ea-8503-6170833d2735,player,1,100,"[50.0, 50.0]",ultimatum_strategy,50,50
60bc470b-6795-48ea-8503-6170833d2735,player,1,100,"[50.0, 0.0]",ultimatum_strategy,50,0
1ecfaf78-002b-4050-b1cf-0d293c1517fb,player,1,100,"[30.0, 10.0]",ultimatum_strategy,30,10
1ecfaf78-002b-4050-b1cf-0d293c1517fb,player,1,100,"[40.0, 0.0]",ultimatum_strategy,40,0
89bdab2a-1bab-430f-b65a-fbf33be3ab06,player,1,100,"[20.0, 5.0]",ultimatum_strategy,20,5
89bdab2a-1bab-430f-b65a-fbf33be3ab06,player,1,100,"[40.0, 5.0]",ultimatum_strategy,40,5
bdc29640-af92-4e2c-a28f-d78195678f1a,player,1,100,"[40.0, 40.0]",ultimatum_strategy,40,40
bdc29640-af92-4e2c-a28f-d78195678f1a,player,1,100,"[38.0, 40.0]",ultimatum_strategy,38,40
5e5bf567-e194-4e1a-8fd3-74218f6b0dd5,player,1,100,"[31.0, 11.0]",ultimatum_strategy,31,11
5e5bf567-e194-4e1a-8fd3-74218f6b0dd5,player,1,100,"[35.0, 11.0]",ultimatum_strategy,35,11
b487f69f-66ee-40aa-b928-2ccaf6382a55,player,1,100,"[70.0, 35.0]",ultimatum_strategy,70,35
b487f69f-66ee-40aa-b928-2ccaf6382a55,player,1,100,"[60.0, 40.0]",ultimatum_strategy,60,40
b591eb55-97fe-4559-962b-fa2df77d8cdf,player,1,100,"[30.0, 10.0]",ultimatum_strategy,30,10
b591eb55-97fe-4559-962b-fa2df77d8cdf,player,1,100,"[35.0, 20.0]",ultimatum_strategy,35,20
2a04024f-b6f0-432c-aa00-b1f8088068c1,player,1,100,"[60.0, 40.0]",ultimatum_strategy,60,40
2a04024f-b6f0-432c-aa00-b1f8088068c1,player,1,100,"[60.0, 40.0]",ultimatum_strategy,60,40
e031e1a9-60c4-4354-a0e3-2a6efd2e2a7b,player,1,100,"[65.0, 40.0]",ultimatum_strategy,65,40
e031e1a9-60c4-4354-a0e3-2a6efd2e2a7b,player,1,100,"[50.0, 45.0]",ultimatum_strategy,50,45
2a52969b-1471-4dfa-8bbc-12bee9018922,player,1,100,"[30.0, 30.0]",ultimatum_strategy,30,30
2a52969b-1471-4dfa-8bbc-12bee9018922,player,1,100,"[100.0, 0.0]",ultimatum_strategy,100,0
33c96e09-6e47-46a3-a64c-1e683c34f060,player,1,100,"[40.0, 40.0]",ultimatum_strategy,40,40
33c96e09-6e47-46a3-a64c-1e683c34f060,player,1,100,"[60.0, 30.0]",ultimatum_strategy,60,30
cf2c2ca5-224d-453a-b4ff-0b437a524f19,player,1,100,"[60.0, 1.0]",ultimatum_strategy,60,1
cf2c2ca5-224d-453a-b4ff-0b437a524f19,player,1,100,"[40.0, 40.0]",ultimatum_strategy,40,40
91e4c80d-d61f-4887-ad8a-a0368754c060,player,1,100,"[51.0, 51.0]",ultimatum_strategy,51,51
91e4c80d-d61f-4887-ad8a-a0368754c060,player,1,100,"[90.0, 90.0]",ultimatum_strategy,90,90
b932f35c-af4b-4b5e-8007-257b78885edd,player,1,100,"[40.0, 25.0]",ultimatum_strategy,40,25
b932f35c-af4b-4b5e-8007-257b78885edd,player,1,100,"[40.0, 30.0]",ultimatum_strategy,40,30
94a64430-2db1-4d20-a8de-f29c0c112c38,player,1,100,"[21.0, 30.0]",ultimatum_strategy,21,30
94a64430-2db1-4d20-a8de-f29c0c112c38,player,1,100,"[25.0, 25.0]",ultimatum_strategy,25,25
87b60ce9-01d7-4b10-a9a8-5274cf6c8747,player,1,100,"[30.0, 30.0]",ultimatum_strategy,30,30
87b60ce9-01d7-4b10-a9a8-5274cf6c8747,player,1,100,"[49.0, 40.0]",ultimatum_strategy,49,40
1d111653-7d6f-460e-a900-1dc370f93c25,player,1,100,"[60.0, 40.0]",ultimatum_strategy,60,40
1d111653-7d6f-460e-a900-1dc370f93c25,player,1,100,"[40.0, 0.0]",ultimatum_strategy,40,0
ce2aeb4e-624e-46d4-a8f9-b447c9301c00,player,1,100,"[41.0, 35.0]",ultimatum_strategy,41,35
ce2aeb4e-624e-46d4-a8f9-b447c9301c00,player,1,100,"[43.0, 34.0]",ultimatum_strategy,43,34
d4d73f63-5369-4d30-afd9-e6c7e6fa73cb,player,1,100,"[50.0, 40.0]",ultimatum_strategy,50,40
d4d73f63-5369-4d30-afd9-e6c7e6fa73cb,player,1,100,"[50.0, 40.0]",ultimatum_strategy,50,40
b4e8cb31-95b3-4547-b8c2-c5911fa3abe6,player,1,100,"[30.0, 20.0]",ultimatum_strategy,30,20
b4e8cb31-95b3-4547-b8c2-c5911fa3abe6,player,1,100,"[40.0, 25.0]",ultimatum_strategy,40,25
7631f73f-ef7c-4efb-946f-a381859fece1,player,1,100,"[50.0, 50.0]",ultimatum_strategy,50,50
7631f73f-ef7c-4efb-946f-a381859fece1,player,1,100,"[52.0, 2.0]",ultimatum_strategy,52,2
a5f86bfe-9c98-4f54-a2fe-290eec0c0999,player,1,100,"[30.0, 50.0]",ultimatum_strategy,30,50
a5f86bfe-9c98-4f54-a2fe-290eec0c0999,player,1,100,"[40.0, 39.0]",ultimatum_strategy,40,39
33d5a82f-e67d-4f87-bd46-fe39f3b74bd7,player,1,100,"[49.0, 49.0]",ultimatum_strategy,49,49
33d5a82f-e67d-4f87-bd46-fe39f3b74bd7,player,1,100,"[55.0, 35.0]",ultimatum_strategy,55,35
d27b4157-4f95-4816-ad94-95c9feddd8ef,player,1,100,"[100.0, 50.0]",ultimatum_strategy,100,50
6c02268c-6b89-440e-b70d-294529ac3225,player,1,100,"[44.0, 25.0]",ultimatum_strategy,44,25
743cadc6-70ae-485e-a31b-4fd8bacf0954,player,1,100,"[40.0, 40.0]",ultimatum_strategy,40,40
21d8e01f-ca40-4baf-b9f3-49abb925684a,player,1,100,"[50.0, 0.0]",ultimatum_strategy,50,0
af7bf5fe-cdf5-47e6-ba93-22c47f43f2a2,player,1,100,"[50.0, 1.0]",ultimatum_strategy,50,1
ddcf9c4c-fc83-4a38-82e8-37b2577a785d,player,1,100,"[50.0, 35.0]",ultimatum_strategy,50,35
770ba027-7473-47b8-86df-87022affa72b,player,1,100,"[20.0, 15.0]",ultimatum_strategy,20,15
b7731054-9744-4c59-ad6e-17307daf72a0,player,1,100,"[50.0, 35.0]",ultimatum_strategy,50,35
8b17d9bd-0ca4-4eac-88f9-26238f293a6b,player,1,100,"[55.0, 45.0]",ultimatum_strategy,55,45
3ff3ac8a-5092-47cc-afae-742bb6662fb9,player,1,100,"[42.0, 34.0]",ultimatum_strategy,42,34
20f2f24a-1ff9-447e-b435-a70c3d697fa5,player,1,100,"[35.0, 40.0]",ultimatum_strategy,35,40
21c17724-529c-479a-9916-2248fc4d972f,player,1,100,"[50.0, 35.0]",ultimatum_strategy,50,35
19c9db2d-c8b2-425b-95f1-9f043e489606,player,1,100,"[20.0, 25.0]",ultimatum_strategy,20,25
459c59bd-93c8-4e29-933e-98ccc9eb0cd9,player,1,100,"[50.0, 70.0]",ultimatum_strategy,50,70
1c2a818c-2439-4552-b9fa-96fbf126bac1,player,1,100,"[55.0, 45.0]",ultimatum_strategy,55,45
be553d4d-d681-4adb-953f-beb3a69ac6cf,player,1,100,"[40.0, 30.0]",ultimatum_strategy,40,30
9ea00251-8b35-429e-af9a-f78670cdef52,player,1,100,"[21.0, 1.0]",ultimatum_strategy,21,1
